('error', -0.041021302779868124)
('output', 0.3890857445992205)
('error', -0.040437935315794794)
('output', 0.40682153014811406)
('error', -0.038780756707571334)
('output', 0.4089323490213067)
('error', -0.03811893591380608)
('output', 0.41363320935840187)
('error', -0.03770035815322527)
('output', 0.41804366536916193)
('error', -0.037292942006086884)
('output', 0.4337819534044066)
('error', -0.036737554384256015)
('output', 0.43179318943039724)
('error', -0.036827466862681305)
('output', 0.43769244212272296)
('error', -0.036724745463267254)
('output', 0.4457259096394337)
('error', -0.03644974723562129)
('output', 0.45877327227024756)
('error', -0.03660423940152543)
('output', 0.46402224373433487)
('error', -0.03667458546094037)
('output', 0.4691957184301647)
('error', -0.03643405436873891)
('output', 0.4771850242963426)
('error', -0.035566593903912855)
('output', 0.2997669903298021)
('error', -0.03465688053913828)
('output', 0.3147951923064131)
('error', -0.033967131175600074)
('output', 0.32037680353029785)
('error', -0.03318631526022717)
('output', 0.32715244639575825)
('error', -0.03320141517119517)
('output', 0.32976881181560713)
('error', -0.03351192494644125)
('output', 0.34524010316171183)
('error', -0.033702038321379794)
('output', 0.3455980315644426)
('error', -0.03365306283473513)
('output', 0.3498976915860815)
('error', -0.03381417403967143)
('output', 0.3588416868547065)
('error', -0.03363990978751248)
('output', 0.3706063985369107)
('error', -0.03356356484445675)
('output', 0.37218279326925263)
('error', -0.033465110331012765)
('output', 0.38172093065418555)
('error', -0.03360232881132698)
('output', 0.39348554644460576)
('error', -0.033902800528343734)
('output', 0.4020236637135973)
('error', -0.03344852184569171)
('output', 0.4028688975701312)
('error', -0.03341420094253265)
('output', 0.41344735890784223)
('error', -0.03346651023861556)
('output', 0.41918251778633975)
('error', -0.03341858175880132)
('output', 0.42441975924139275)
('error', -0.03290595537929769)
('output', 0.4296897760234799)
('error', -0.03282927906143521)
('output', 0.4584101276881778)
('error', -0.03256078971131173)
('output', 0.4412595866915916)
('error', -0.03273463193675803)
('output', 0.44896996064559447)
('error', -0.03301506283545516)
('output', 0.2969602756390112)
('error', -0.03330626516842522)
('output', 0.3241759178641389)
('error', -0.03342659677345142)
('output', 0.3221600801948841)
('error', -0.03378890108343106)
('output', 0.335303618501134)
('error', -0.03563900735477302)
('output', 0.38372633861263084)
('error', -0.036135493166469995)
('output', 0.3615540242266747)
('error', -0.03672234928683228)
('output', 0.4213183469721974)
('error', -0.039053248119111005)
('output', 0.3919097172536714)
('error', -0.03958657498999247)
('output', 0.4025646419456699)
('error', -0.04024734553677381)
('output', 0.41420329356662944)
('error', -0.04082316795102211)
('output', 0.42487050322178466)
('error', -0.04081466592397004)
('output', 0.43122058995030743)
('error', -0.04103240788969538)
('output', 0.44108967898609486)
('error', -0.04151024266543474)
('output', 0.45405123393203595)
('error', -0.04158276904094538)
('output', 0.46099185061826053)
('error', -0.04137044945447868)
('output', 0.4681041340284001)
('error', -0.040712493343442874)
('output', 0.4715866015727541)
('error', -0.040375903953721724)
('output', 0.4799455091393645)
('error', -0.03999040073269543)
('output', 0.4914307710087813)
('error', -0.03998838481528444)
('output', 0.4880574653473133)
('error', -0.03920879241793401)
('output', 0.4929155617913644)
('error', -0.03841112181854581)
('output', 0.5)
('error', -0.03800835286769006)
('output', 0.5)
('error', -0.037590511911183545)
('output', 0.3087780866499895)
('error', -0.037145355286844775)
('output', 0.3322026807360974)
('error', -0.03673602646033665)
('output', 0.3451517248387186)
('error', -0.036802403489428974)
('output', 0.3615938773501918)
('error', -0.03676871436403534)
('output', 0.365583444962282)
('error', -0.035947385693466144)
('output', 0.3590467054859129)
('error', -0.013726291862987725)
('output', 0.18379100123765174)
('error', -0.014458504241220839)
('output', 0.19485159767460994)
('error', -0.019931032156390353)
('output', 0.2241766835509939)
('error', -0.021689146728529528)
('output', 0.24009668909504153)
('error', -0.023861248804293682)
('output', 0.2559383553562557)
('error', -0.026531904095826755)
('output', 0.2733933068292568)
('error', -0.029684456750440825)
('output', 0.2897984057281709)
('error', -0.03293780353187672)
('output', 0.3153955815785213)
('error', -0.0350684796566764)
('output', 0.33359093847394816)
('error', -0.03559403800481203)
('output', 0.3339143080974699)
('error', -0.034983101379360004)
('output', 0.33500781056064055)
('error', -0.03422524050183928)
('output', 0.33641398219057206)
('error', -0.03427840483176008)
('output', 0.342931023842333)
('error', -0.034593019087833)
('output', 0.34569289393827146)
('error', -0.035392454529981444)
('output', 0.3528094686878568)
('error', -0.03516255750090727)
('output', 0.3586752599406108)
('error', -0.034719736078842975)
('output', 0.36815025864440243)
('error', -0.03388138841924914)
('output', 0.35727790988775454)
('error', -0.03284526981654961)
('output', 0.23956712598127572)
('error', -0.03220378985899121)
('output', 0.2547288836445962)
('error', -0.03176291449620564)
('output', 0.252217654680859)
('error', -0.0318866346321811)
('output', 0.2631898863619502)
('error', -0.0317156225975724)
('output', 0.2742637543507667)
('error', -0.0319601547509247)
('output', 0.2698841435543619)
('error', -0.034338638044656734)
('output', 0.2867431362713321)
('error', -0.03517452465277081)
('output', 0.3033501359352013)
('error', -0.03523900176766511)
('output', 0.30063335619576603)
('error', -0.03521814782333384)
('output', 0.3070519458092933)
('error', -0.035696630755646566)
('output', 0.3232523054075237)
('error', -0.03566574300661825)
('output', 0.32092992690556876)
('error', -0.0359730284009454)
('output', 0.3195042288610477)
('error', -0.03609045711932901)
('output', 0.32143538353691314)
('error', -0.0361853714335969)
('output', 0.3305731760852846)
('error', -0.03639669600234319)
('output', 0.33245305294399574)
('error', -0.03703968786030365)
('output', 0.3386471769164813)
('error', -0.03760090513774286)
('output', 0.347040248725506)
('error', -0.03787994093990838)
('output', 0.35236990829372816)
('error', -0.038212705872508655)
('output', 0.3629987512830487)
('error', -0.03870049618566414)
('output', 0.3635310102629331)
('error', -0.03902693472216134)
('output', 0.3696712688776358)
('error', -0.039601904728853166)
('output', 0.38054984953011106)
('error', -0.03984673222706517)
('output', 0.38094722903223366)
('error', -0.03943515732187111)
('output', 0.383744293878989)
('error', -0.039416249562261696)
('output', 0.39268837706653537)
('error', -0.03912407213378933)
('output', 0.38653657950335285)
('error', -0.038837969552631954)
('output', 0.2606682570996893)
('error', -0.038346291823039134)
('output', 0.278294604873753)
('error', -0.038511988129117616)
('output', 0.28870445074689727)
('error', -0.03878818766058993)
('output', 0.28624040610027135)
('error', -0.038641264057094844)
('output', 0.30158650862686937)
('error', -0.03825776560297552)
('output', 0.2991787031804821)
('error', -0.03837756429383361)
('output', 0.30863001961928266)
('error', -0.03899051539140264)
('output', 0.32145522540498356)
('error', -0.039528181520661634)
('output', 0.319392913224638)
