('error', -0.0919365025314076)
('output', 0.0919365025314076)
('error', -0.09137991549435745)
('output', 0.09137991549435745)
('error', -0.09090596314855241)
('output', 0.09090596314855241)
('error', -0.08963260522960402)
('output', 0.08963260522960402)
('error', -0.08419083942220433)
('output', 0.08419083942220433)
('error', -0.08469373087985396)
('output', 0.08469373087985396)
('error', -0.08682638737350366)
('output', 0.08682638737350366)
('error', -0.0902732785616252)
('output', 0.0902732785616252)
('error', -0.0906137778856323)
('output', 0.0906137778856323)
('error', -0.09022981281469851)
('output', 0.09022981281469851)
('error', -0.09308247307550102)
('output', 0.09308247307550102)
('error', -0.09434093145682647)
('output', 0.09434093145682647)
('error', -0.09121695047971976)
('output', 0.09121695047971976)
('error', -0.09140030631489189)
('output', 0.09140030631489189)
('error', -0.09374900074102087)
('output', 0.09374900074102087)
('error', -0.09899520637063415)
('output', 0.09899520637063415)
('error', -0.10128246563207124)
('output', 0.10128246563207124)
('error', -0.10501387997574224)
('output', 0.10501387997574224)
('error', -0.10801466367400359)
('output', 0.10801466367400359)
('error', -0.1137616745754442)
('output', 0.1137616745754442)
('error', -0.11324381722006846)
('output', 0.11324381722006846)
('error', -0.11329747259613002)
('output', 0.11329747259613002)
('error', -0.11503170240538868)
('output', 0.11503170240538868)
('error', -0.11550810491565484)
('output', 0.11550810491565484)
('error', -0.11412158226444548)
('output', 0.11412158226444548)
('error', -0.11634508392498791)
('output', 0.11634508392498791)
('error', -0.1160306395612013)
('output', 0.1160306395612013)
('error', -0.11579166161396245)
('output', 0.11579166161396245)
('error', -0.11624395502908846)
('output', 0.11624395502908846)
('error', -0.11403211205757913)
('output', 0.11403211205757913)
('error', -0.11283871360971773)
('output', 0.11283871360971773)
('error', -0.11222839460537554)
('output', 0.11222839460537554)
('error', -0.11151602991413426)
('output', 0.11151602991413426)
('error', -0.11082097783019879)
('output', 0.11082097783019879)
('error', -0.11134994068621148)
('output', 0.11134994068621148)
('error', -0.11185619733653206)
('output', 0.11185619733653206)
('error', -0.11247386823513611)
('output', 0.11247386823513611)
('error', -0.11241663118821103)
('output', 0.11241663118821103)
('error', -0.11120110228460285)
('output', 0.11120110228460285)
('error', -0.1108645852878225)
('output', 0.1108645852878225)
('error', -0.10994344179492746)
('output', 0.10994344179492746)
('error', -0.11031531608161169)
('output', 0.11031531608161169)
('error', -0.1109032524378337)
('output', 0.1109032524378337)
('error', -0.11240273958773937)
('output', 0.11240273958773937)
('error', -0.11277080991858819)
('output', 0.11277080991858819)
('error', -0.11303467117378023)
('output', 0.11303467117378023)
('error', -0.11262635414852418)
('output', 0.11262635414852418)
('error', -0.11136335361656595)
('output', 0.11136335361656595)
('error', -0.1120655826899003)
('output', 0.1120655826899003)
('error', -0.11190006134886263)
('output', 0.11190006134886263)
('error', -0.11066295926464562)
('output', 0.11066295926464562)
('error', -0.111429794775715)
('output', 0.111429794775715)
('error', -0.11115126284186183)
('output', 0.11115126284186183)
('error', -0.11152992867857515)
('output', 0.11152992867857515)
('error', -0.1122281135118179)
('output', 0.1122281135118179)
('error', -0.11127391028813462)
('output', 0.11127391028813462)
('error', -0.11139976066182572)
('output', 0.11139976066182572)
('error', -0.11196980557759448)
('output', 0.11196980557759448)
('error', -0.11062976402152852)
('output', 0.11062976402152852)
('error', -0.11154616508778978)
('output', 0.11154616508778978)
('error', -0.11062104603544626)
('output', 0.11062104603544626)
('error', -0.10665112539491664)
('output', 0.10665112539491664)
('error', -0.1059317003698683)
('output', 0.1059317003698683)
('error', -0.10409938221316499)
('output', 0.10409938221316499)
('error', -0.1047052322402878)
('output', 0.1047052322402878)
('error', -0.10613965992658281)
('output', 0.10613965992658281)
('error', -0.10730811264075193)
('output', 0.10730811264075193)
('error', -0.11001725792481122)
('output', 0.11001725792481122)
('error', -0.11009308025396797)
('output', 0.11009308025396797)
('error', -0.1105916633031045)
('output', 0.1105916633031045)
('error', -0.11149788958273749)
('output', 0.11149788958273749)
('error', -0.11245498058596852)
('output', 0.11245498058596852)
('error', -0.1107242112444212)
('output', 0.1107242112444212)
('error', -0.11144501052298743)
('output', 0.11144501052298743)
('error', -0.11056610672671309)
('output', 0.11056610672671309)
('error', -0.1108318087401079)
('output', 0.1108318087401079)
('error', -0.10960953381931995)
('output', 0.10960953381931995)
('error', -0.1100407022476903)
('output', 0.1100407022476903)
('error', -0.10736316179145836)
('output', 0.10736316179145836)
('error', -0.10644155589429075)
('output', 0.10644155589429075)
('error', -0.10475909715526222)
('output', 0.10475909715526222)
('error', -0.10376430487506072)
('output', 0.10376430487506072)
('error', -0.10299821484190286)
('output', 0.10299821484190286)
('error', 0.0037178574929545467)
('output', -0.029742859943636374)
('error', 0.004056028931809907)
('output', -0.032448231454479254)
('error', 0.0038222393507370486)
('output', -0.03057791480589639)
('error', 0.003144838843752211)
('output', -0.025158710750017688)
('error', -0.0011131740062633247)
('output', 0.008905392050106598)
('error', -0.002263885670571921)
('output', 0.01811108536457537)
('error', -0.0034077553520875277)
('output', 0.02726204281670022)
('error', -0.003198564084800848)
('output', 0.025588512678406783)
('error', -0.002622748000215936)
('output', 0.02098198400172749)
('error', -0.004502553765254078)
('output', 0.036020430122032626)
('error', -0.005377799155287164)
('output', 0.04302239324229731)
('error', 0.0015666392313313238)
('output', -0.01253311385065059)
('error', 0.0029222791789183106)
('output', -0.023378233431346485)
('error', 0.0013684748342693634)
('output', -0.010947798674154907)
('error', 0.0016063044758968283)
('output', -0.012850435807174626)
('error', 0.0011285109609007575)
('output', -0.00902808768720606)
('error', 0.0017490066257265617)
('output', -0.013992053005812494)
('error', 0.0018524953097995983)
('output', -0.014819962478396786)
('error', 0.0019747291013143646)
('output', -0.015797832810514917)
('error', 0.0018812861671788188)
('output', -0.01505028933743055)
('error', 0.00178218595195076)
('output', -0.01425748761560608)
('error', 0.0017570787764357929)
('output', -0.014056630211486343)
('error', 0.0018482705333654446)
('output', -0.014786164266923557)
('error', 0.0021810859624478846)
('output', -0.017448687699583076)
('error', 0.0015071052226573317)
('output', -0.012056841781258654)
('error', 0.0011140742430063438)
('output', -0.00891259394405075)
('error', 0.0010879594027294708)
('output', -0.008703675221835766)
('error', 0.0010030962744035088)
('output', -0.00802477019522807)
('error', 0.001048545027315835)
('output', -0.00838836021852668)
('error', 0.0011641344151177811)
('output', -0.009313075320942249)
('error', 0.0014261741256498296)
('output', -0.011409393005198637)
('error', 0.0012478687866914091)
('output', -0.009982950293531273)
('error', 0.0017114912882617503)
('output', -0.013691930306094002)
('error', 0.0012766558589115823)
('output', -0.010213246871292658)
('error', 0.0015200496225621363)
('output', -0.01216039698049709)
('error', 0.0013646605853536685)
('output', -0.010917284682829348)
('error', 0.0011998320496555206)
('output', -0.009598656397244165)
('error', 0.0010084595315419248)
('output', -0.008067676252335398)
('error', 0.0010310879442126351)
('output', -0.008248703553701081)
('error', 0.0014586379278150943)
('output', -0.011669103422520755)
('error', 0.0010167246662848156)
('output', -0.008133797330278525)
('error', -0.0014552130032546781)
('output', 0.011641704026037425)
('error', -0.003162849967321149)
('output', 0.025302799738569193)
('error', -0.0037051723736682175)
('output', 0.02964137898934574)
('error', -0.003932909382381604)
('output', 0.03146327505905283)
('error', -0.003819884595686055)
('output', 0.03055907676548844)
('error', -0.006411864898453013)
('output', 0.051294919187624105)
('error', -0.007350999454884353)
('output', 0.05880799563907482)
('error', -0.005741154636038982)
('output', 0.045929237088311856)
('error', -0.010629118828244938)
('output', 0.0850329506259595)
('error', -0.010976521045777808)
('output', 0.08781216836622247)
('error', -0.009066083447368574)
('output', 0.07252866757894859)
('error', -0.008663772260098807)
('output', 0.06931017808079046)
('error', -0.009535616016799357)
('output', 0.07628492813439486)
('error', 0.002246486127896661)
('output', -0.017971889023173288)
('error', 0.00487145351385811)
('output', -0.03897162811086488)
('error', 0.005676133065389092)
('output', -0.04540906452311273)
('error', 0.005683119207972416)
('output', -0.045464953663779326)
('error', 0.0037096457644335)
('output', -0.029677166115468)
('error', 0.0014334196066099272)
('output', -0.011467356852879418)
('error', -0.0021627076817917652)
('output', 0.017301661454334122)
('error', -0.005476453408462017)
('output', 0.043811627267696135)
('error', -0.0063283038654554265)
('output', 0.05062643092364341)
('error', -0.007131772950414643)
('output', 0.05705418360331714)
('error', -0.006270702946132982)
('output', 0.05016562356906386)
('error', -0.008214444030885885)
('output', 0.06571555224708708)
('error', -0.009503858667494683)
('output', 0.07603086933995747)
('error', -0.008282936894733533)
('output', 0.06626349515786827)
('error', -0.004232726598185906)
('output', 0.03386181278548725)
('error', 0.0022755313622386045)
('output', -0.018204250897908836)
('error', 0.008992024583472468)
('output', -0.07193619666777974)
('error', 0.014451709399696979)
('output', -0.11561367519757583)
('error', 0.015423754039646609)
('output', -0.12339003231717287)
('error', 0.03385255022470234)
('output', -0.27082040179761874)
('error', 0.03548771468157211)
('output', -0.28390171745257686)
('error', 0.03366578447116881)
('output', -0.2693262757693505)
('error', 0.029203275658410806)
('output', -0.23362620526728645)
('error', -0.13077086756008804)
('output', 0.5)
('error', -0.13217182840833272)
('output', 0.5)
('error', -0.13154872948342153)
('output', 0.5)
('error', -0.13112615669760863)
('output', 0.5)
('error', -0.13284827899544915)
('output', 0.5)
('error', -0.1279927490597605)
('output', 0.5)
('error', -0.12616815049463614)
('output', 0.5)
('error', -0.12389450124231796)
('output', 0.5)
('error', -0.12424383659550178)
('output', 0.5)
('error', -0.12492592868652605)
('output', 0.5)
('error', -0.1292561368443407)
('output', 0.5)
('error', -0.1322905536082264)
('output', 0.5)
('error', -0.1328896970625039)
('output', 0.5)
('error', -0.13206094804073473)
('output', 0.5)
('error', -0.12835466084218433)
('output', 0.5)
('error', -0.12779453327458767)
('output', 0.5)
('error', -0.1243874556843098)
('output', 0.5)
('error', -0.12244958613176876)
('output', 0.5)
('error', -0.12301574145620475)
('output', 0.5)
('error', -0.1217571383490278)
('output', 0.5)
('error', -0.12151187529743702)
('output', 0.5)
('error', -0.11945458100915222)
('output', 0.5)
('error', -0.12052992382772912)
('output', 0.5)
('error', -0.09074027040157598)
('output', 0.5)
('error', -0.08936817756123532)
('output', 0.5)
('error', -0.0799782927092324)
('output', 0.5)
('error', -0.07826255143301467)
('output', 0.5)
('error', -0.07938522599901482)
('output', 0.5)
('error', -0.08128093109023785)
('output', 0.5)
('error', -0.08628364729796557)
('output', 0.5)
('error', -0.09127272651028263)
('output', 0.5)
('error', -0.09675139414305732)
('output', 0.5)
('error', -0.09544564588325413)
('output', 0.5)
('error', -0.09395901361113719)
('output', 0.5)
('error', -0.0941194328904487)
('output', 0.5)
('error', -0.09523079168762705)
('output', 0.5)
('error', -0.09685312090542497)
('output', 0.5)
('error', -0.09621840974512183)
('output', 0.5)
('error', -0.09675713840839473)
('output', 0.5)
('error', -0.09438201070102067)
('output', 0.5)
('error', -0.09228569673138681)
('output', 0.5)
('error', -0.09302980060196496)
('output', 0.5)
('error', -0.09191280536416577)
('output', 0.5)
('error', -0.09143045894964265)
('output', 0.5)
('error', -0.09169970001721568)
('output', 0.5)
('error', -0.0910642115057251)
('output', 0.5)
('error', -0.09197112896159737)
('output', 0.5)
('error', -0.09146506105168556)
('output', 0.5)
('error', -0.09146303931167164)
('output', 0.5)
('error', -0.09175584272038681)
('output', 0.5)
('error', -0.0915739242118125)
('output', 0.5)
('error', -0.09026016553086653)
('output', 0.5)
('error', -0.09171168050906842)
('output', 0.5)
('error', -0.0945513554590812)
('output', 0.5)
('error', -0.09072881153723099)
('output', 0.5)
('error', -0.09106785740284011)
('output', 0.5)
('error', -0.09411947865680624)
('output', 0.5)
('error', -0.09408815758424438)
('output', 0.5)
('error', -0.0931540201025083)
('output', 0.5)
('error', -0.09421761327626982)
('output', 0.5)
('error', -0.09267675296215444)
('output', 0.5)
('error', -0.09034531326390585)
('output', 0.5)
('error', -0.08469699294280393)
('output', 0.5)
('error', 0.08611934270960184)
('output', -0.5)
('error', 0.09149081071358263)
('output', -0.5)
('error', 0.09449530471090392)
('output', -0.5)
('error', 0.09605272852126912)
('output', -0.5)
('error', 0.09997349664123903)
('output', -0.5)
('error', 0.0998906049782807)
('output', -0.5)
('error', 0.1000697606515145)
('output', -0.5)
('error', 0.09980950535195063)
('output', -0.5)
('error', 0.16266709317225705)
('output', -0.5)
('error', 0.16368340452769448)
('output', -0.5)
('error', 0.16388730911552052)
('output', -0.5)
('error', 0.16611895094535167)
('output', -0.5)
('error', 0.16510426366144465)
('output', -0.5)
('error', 0.1597916347417545)
('output', -0.5)
('error', 0.15511448001376904)
('output', -0.5)
('error', 0.15332934965785344)
('output', -0.5)
('error', 0.15164959821299434)
('output', -0.5)
('error', 0.1554680121987742)
('output', -0.5)
('error', 0.15977054500370053)
('output', -0.5)
('error', 0.1598305192114039)
('output', -0.5)
('error', 0.15450671087579984)
('output', -0.5)
('error', 0.15037670209519644)
('output', -0.5)
('error', 0.14319179649676)
('output', -0.5)
('error', 0.14028957869987063)
('output', -0.5)
('error', 0.13360000543521144)
('output', -0.5)
('error', 0.12283863436075045)
('output', -0.5)
('error', 0.09183378794972093)
('output', -0.5)
('error', 0.08597831499424148)
('output', -0.5)
('error', 0.08530087127120214)
('output', -0.5)
('error', 0.06892772112687631)
('output', -0.5)
('error', -0.1390981447413268)
('output', 0.5)
('error', -0.14144289884687222)
('output', 0.5)
('error', -0.14343814813167122)
('output', 0.5)
('error', -0.13647755185979726)
('output', 0.5)
('error', -0.03296916638070032)
('output', 0.26375333104560256)
('error', -0.03432847818577545)
('output', 0.2746278254862036)
('error', -0.03604829616959324)
('output', 0.28838636935674594)
('error', -0.041628137229509296)
('output', 0.33302509783607437)
('error', -0.04403133950168)
('output', 0.35225071601344)
('error', -0.045792286030753485)
('output', 0.3663382882460279)
('error', -0.04760237471581008)
('output', 0.38081899772648065)
('error', -0.044354447136057136)
('output', 0.3548355770884571)
('error', -0.0376374392824179)
('output', 0.3010995142593432)
('error', -0.030023118702488916)
('output', 0.24018494961991133)
('error', -0.028652317142848056)
('output', 0.22921853714278445)
('error', -0.02368188002384105)
('output', 0.1894550401907284)
('error', -0.020004619279369258)
('output', 0.16003695423495407)
('error', -0.021231470430555958)
('output', 0.16985176344444766)
