('error', -0.07311290132818928)
('output', 0.07315409243434684)
('error', -0.07883271866468794)
('output', 0.07929161473413206)
('error', -0.082406030797154)
('output', 0.0823629427602862)
('error', -0.08515358702081355)
('output', 0.08575492119782578)
('error', -0.08752771664720656)
('output', 0.08796378988885219)
('error', -0.09052607738142307)
('output', 0.09098054806099769)
('error', -0.0944891797768236)
('output', 0.09496153152655695)
('error', -0.09602914340585028)
('output', 0.09650928843627214)
('error', -0.09322661368950162)
('output', 0.09369267719797049)
('error', -0.09244148217214146)
('output', 0.0929036712895569)
('error', -0.0945321801544223)
('output', 0.09500504443885179)
('error', -0.09445245703962449)
('output', 0.09492455881494002)
('error', -0.09506395188671798)
('output', 0.0955393809187603)
('error', -0.09580456314775601)
('output', 0.095751336788634)
('error', -0.09695657473356625)
('output', 0.09744128064562936)
('error', -0.09817251896082416)
('output', 0.09866359745337674)
('error', -0.09742954629305109)
('output', 0.09791678161481014)
('error', -0.0962128635237848)
('output', 0.09669368297928782)
('error', -0.09414197107335963)
('output', 0.09461273749601977)
('error', -0.09310828383390198)
('output', 0.09357367146572855)
('error', -0.091923334722632)
('output', 0.09238312613537367)
('error', -0.09153823161114036)
('output', 0.09199588174086193)
('error', 0.10170529883356744)
('output', -0.10147729666327569)
('error', 0.10609446765146928)
('output', -0.10676163675422336)
('error', 0.10436649644127087)
('output', -0.10687230550458185)
('error', 0.10039294405256438)
('output', -0.10089468316583493)
('error', 0.09519823895341273)
('output', -0.09567432027037309)
('error', 0.09637565213559311)
('output', -0.09632210748817664)
('error', 0.09682372042396635)
('output', -0.09730786834608435)
('error', 0.09606822266576326)
('output', -0.09654853904279866)
('error', 0.09759252246774448)
('output', -0.09808058329256299)
('error', 0.09810444780606967)
('output', -0.09859509216648132)
('error', 0.09890662714941392)
('output', -0.09940104170477404)
('error', 0.1003381894008723)
('output', -0.10083991072710297)
('error', 0.10093833160099613)
('output', -0.10144301772764117)
('error', 0.10185028834843018)
('output', -0.10235952449271857)
('error', 0.10314906399441445)
('output', -0.10366480488417228)
('error', 0.10397532357016159)
('output', -0.10391756007381939)
('error', 0.10357860189567687)
('output', -0.10409650033790992)
('error', 0.10364768458318221)
('output', -0.10415035083294673)
('error', 0.10453323472544371)
('output', -0.1050725317459833)
('error', 0.10515623557473097)
('output', -0.1056816965366944)
('error', 0.10430654186378242)
('output', -0.10482824174139312)
('error', 0.09910384711380507)
('output', -0.09959957956886034)
('error', 0.019741800844660255)
('output', -0.01971354141850036)
('error', 0.020063667727365654)
('output', -0.020342455225764805)
('error', 0.020130499650399272)
('output', -0.020286988850412437)
